engine_displacement_cc,vehicle_weight_kg,drag_coefficient,transmission_type,fuel_type,cylinders,turbocharged,drivetrain,tire_type,aerodynamics_package,fuel_efficiency_mpg
4793.813227848626,2401.2197023043173,0.419685075818105,Automatic,Petrol,4.0,No,RWD,Off-Road,Sport,40.53696647531085
4054.4231766390435,1857.1193850801392,0.33452583940272185,Automatic,Diesel,4.0,No,AWD,Performance,Sport,37.75077192322239
1560.45270306581,,0.31058618112808584,CVT,Petrol,4.0,No,RWD,Performance,Sport,53.3584070172176
4473.871903591651,2678.1689955413785,0.31505902680460623,DCT,Electric,4.0,No,FWD,Off-Road,,47.99013507001583
2949.7247929980545,808.6893117315525,,Automatic,Diesel,8.0,Yes,RWD,Eco,Standard,37.29736526602869
4578.208907576365,2472.89121114157,0.4133558933011272,CVT,Diesel,4.0,Yes,RWD,All-Season,Eco,26.233035005253573
,1759.831128191665,0.2863227935513205,Manual,Hybrid,4.0,No,FWD,Eco,Sport,51.343178300890315
2700.8540178769335,2944.3327944481275,0.32418820163155304,AMT,Petrol,4.0,No,FWD,,Standard,50.39310517271021
1089.8772332804697,1051.074727522457,0.43038803934983005,Manual,Petrol,6.0,Yes,AWD,Off-Road,Standard,22.66480802576937
2074.7094375397846,2388.1461207606544,,,Petrol,6.0,No,RWD,Eco,Standard,60.73759157127014
3166.536858643468,2098.626802692534,0.44697168055249514,Automatic,Petrol,4.0,No,4WD,Eco,Eco,18.22025580075216
3533.9128793045893,2534.278919944114,0.4008496519364162,Automatic,Diesel,4.0,No,4WD,All-Season,Standard,17.75188544463581
2031.5507417328092,975.1047051040146,0.32863904020558443,Manual,Hybrid,6.0,No,FWD,Eco,Eco,24.36752088312135
1557.4242962912965,2365.956226055954,0.36812756679892755,DCT,Petrol,3.0,Yes,,All-Season,Eco,60.47303990243856
4339.720947197196,2316.008387490714,0.38220285084946404,Manual,Petrol,4.0,Yes,RWD,Off-Road,Sport,40.99990620184609
4937.608722814209,2313.7822549236616,0.2656911632634248,Automatic,Electric,4.0,No,FWD,All-Season,Sport,54.397046033645005
3102.760729210743,2429.416699810428,0.358899391820773,Manual,Petrol,12.0,,4WD,,Standard,26.39215940382503
1686.717143393214,2626.463430511178,0.3918641656945219,Automatic,Petrol,4.0,No,AWD,Performance,Standard,39.511098732687046
2089.2293060774755,2973.470299138078,0.2834642608002121,Automatic,Petrol,,No,AWD,All-Season,Sport,32.91447318119411
1073.562706189867,1528.5159443461787,0.40612634348511145,Automatic,Hybrid,4.0,Yes,RWD,Performance,Eco,56.39143035330963
4657.195226241996,3027.6334074861675,0.3667545561028223,Manual,Diesel,4.0,No,AWD,Off-Road,Eco,16.130221967961333
,2145.290342111325,0.4404443571395189,Manual,Diesel,4.0,No,FWD,Performance,Sport,27.192136498305267
3306.0659020570142,1008.0573536626941,0.25848445964137834,Automatic,Hybrid,4.0,,FWD,All-Season,Eco,22.62871121511894
2096.220882748824,958.0875089587438,0.3030652275110934,CVT,Petrol,4.0,,FWD,Off-Road,Sport,57.959451936078466
3216.7120100631737,1702.4434604793641,0.3703107758599648,DCT,Petrol,4.0,No,FWD,Performance,Sport,38.37719248468829
3605.6815534074567,2919.2218382009623,0.30931198244118613,,Hybrid,3.0,No,RWD,Off-Road,Standard,35.21100219466081
4318.967214828806,2710.7385238004726,0.39288483281424846,Automatic,Petrol,6.0,Yes,AWD,All-Season,Standard,37.474138105053996
1825.6850870424128,2929.2604046154975,0.40180105650438624,Manual,Diesel,8.0,No,4WD,Performance,Sport,63.59622753511676
1043.983314633922,2196.6264523923455,0.2705031928132949,,Hybrid,,No,AWD,Off-Road,Standard,57.513369716796205
1547.542520275229,1988.5372944798246,0.35277089284135354,Automatic,Diesel,4.0,Yes,FWD,Off-Road,Sport,
4600.07456739242,1198.1218221069666,0.35177811111821117,Automatic,Diesel,3.0,Yes,4WD,Performance,Eco,29.523947961162733
4495.560310250061,1686.1204347451412,0.3238561540431082,Manual,Hybrid,4.0,No,RWD,Off-Road,Eco,23.25864997592239
3389.6524086812333,1971.8522886694632,0.43658497251393447,Manual,Hybrid,6.0,Yes,FWD,,Eco,61.071681451222666
3402.0674417346136,1039.2211601349666,0.41550126397464426,Manual,Petrol,4.0,,,All-Season,,36.153776139824146
3660.1466981850217,1395.6522723202704,0.3894418763819274,CVT,Petrol,4.0,No,4WD,All-Season,Sport,28.937789973431457
1701.4851144937984,2415.208293972095,0.3928653271469995,AMT,Petrol,6.0,No,RWD,All-Season,,38.54604132088177
4657.647783699839,2786.2904084458123,,Manual,Diesel,4.0,,,All-Season,Eco,60.892371141017605
2675.0820995682925,3495.538280760964,0.4341989042193152,Manual,Petrol,3.0,No,RWD,All-Season,Eco,34.35336566956466
2532.55411299799,3319.4059946276057,0.3889190854506571,DCT,Diesel,4.0,Yes,FWD,All-Season,Eco,43.13204986240497
3075.6708211313503,2534.926038745017,0.3957962123311633,DCT,,4.0,No,AWD,Performance,Sport,55.14831505542834
1187.8638671002202,1937.3697438939944,0.4223381807574691,Automatic,Diesel,4.0,No,FWD,All-Season,Eco,36.356626552419556
1665.1334750243177,2517.6788847122284,0.3048143178684382,Manual,Petrol,6.0,,AWD,Off-Road,Standard,26.677090096318416
3952.134465705482,2921.259368816626,0.4114141807733406,Manual,Diesel,,No,AWD,Performance,Standard,64.72628741915167
1331.1946717005058,1119.5077154931457,0.2890481205912984,Automatic,Diesel,4.0,,RWD,Off-Road,Standard,62.82854287260798
3412.608437865553,1906.7432021799782,0.31906839044897756,Automatic,Petrol,8.0,,4WD,All-Season,Standard,57.1739584562757
1981.3964387252838,3067.4661712161665,0.31712209085396853,Manual,Petrol,4.0,No,RWD,All-Season,Standard,49.41869396929613
2557.182456167906,1836.348970219219,0.4457050936778281,Automatic,Diesel,6.0,No,FWD,Off-Road,Standard,29.74328140348485
2154.7749470827994,2344.0551323134036,0.42130744474958537,Manual,Petrol,4.0,Yes,4WD,Off-Road,Sport,
2422.6908658597968,2386.9772743279354,0.39023397231805196,CVT,Petrol,6.0,Yes,AWD,Off-Road,Standard,28.777833506061437
3876.183620736982,1298.0858834608262,0.395411352323078,Automatic,Electric,8.0,No,AWD,Eco,Eco,55.04047473384163
2188.4868624927003,1778.0356924611788,0.3624145588805142,Manual,,3.0,Yes,FWD,Eco,Standard,60.912908397065316
3265.618561187589,1703.1804796032168,0.4394181334217038,Automatic,Electric,8.0,No,,Eco,,45.15019202149557
2904.2016087963984,870.7311130365749,0.3492517505764723,Automatic,Petrol,6.0,No,FWD,,Standard,55.15281089455895
3654.6846614505926,865.3177625066592,0.3261035419739789,AMT,Petrol,6.0,Yes,FWD,Performance,Eco,54.58475496008733
4747.318957299032,3045.5820179245884,0.2826070673863182,Automatic,Hybrid,4.0,No,RWD,All-Season,Eco,24.657887556048994
3930.288388841001,1537.2911869265936,,Manual,Diesel,6.0,Yes,FWD,Off-Road,Sport,
1859.761514363027,2198.812668844802,0.39688878641511827,CVT,Diesel,6.0,No,4WD,All-Season,Sport,19.67339684522218
1124.7325402451388,1606.5590486896872,0.32687100770482697,Manual,Petrol,4.0,No,,Off-Road,Sport,40.39250715687407
2049.0561771993002,3339.833961811419,0.2550386827918459,DCT,Petrol,8.0,No,4WD,All-Season,Sport,23.111777407028875
3380.311722801019,1500.1012489375892,0.41779946554360214,Automatic,Petrol,3.0,No,AWD,Performance,Standard,35.81747493982158
1205.7032539370014,1960.0733943951248,0.25228359669081474,Automatic,Petrol,4.0,No,FWD,Eco,Standard,56.64910373492188
2985.4649888049453,3156.371676308425,0.39073995592581023,Manual,Petrol,4.0,No,4WD,All-Season,Eco,64.35839198151021
3387.371395667557,,0.4440514219452114,Automatic,Petrol,4.0,Yes,AWD,Off-Road,Sport,30.897991582980886
2336.9755632678434,1302.4738281849486,0.33753226562964067,CVT,Electric,4.0,Yes,4WD,All-Season,Sport,41.59778493915883
4083.6488149832876,2967.136936448418,0.2969946809991906,CVT,Petrol,3.0,No,AWD,Performance,Standard,40.564901218524426
1426.393012535087,2037.10459419231,0.3909742020086764,Manual,Diesel,,No,RWD,Performance,Sport,62.720075491553295
1300.551126943235,2104.0159546304594,0.41342562840311703,Manual,Hybrid,3.0,No,FWD,All-Season,Eco,38.92918662163868
3912.7550248144134,1160.3959255230482,0.35928606321556944,CVT,Diesel,4.0,No,FWD,Eco,Eco,49.95531026998489
2981.965264824794,1017.6240871442366,0.44340705505122924,DCT,Petrol,3.0,Yes,AWD,Off-Road,Sport,61.089461655426305
3753.609585710944,2765.4361288291657,0.26033374433159223,Manual,Diesel,4.0,No,RWD,Performance,Eco,33.668927976842
2739.309354414985,2140.4451113593095,0.35095911966090565,Automatic,Diesel,8.0,No,4WD,,Eco,60.106111912269384
1985.6081329564272,1979.4968970609848,0.39369078946451,Automatic,Diesel,4.0,Yes,RWD,All-Season,Standard,60.87281109455068
4276.409270696799,2769.672217361471,0.42252809422983584,DCT,Diesel,6.0,Yes,4WD,Performance,Eco,61.53312519835654
4197.663515875916,2866.8848272759965,0.285851122381558,Manual,Electric,3.0,No,4WD,,Sport,28.52230927357132
3778.785883417707,1229.0520527072547,0.4100006963527363,Manual,Diesel,4.0,Yes,FWD,Off-Road,Sport,35.01777971349792
2088.580548919851,2447.6079035896314,0.3605414151437091,CVT,Petrol,4.0,Yes,AWD,Eco,Eco,58.519795411285095
3360.9226674763486,1165.4560221497509,0.32931073639799263,Manual,Diesel,4.0,Yes,FWD,Off-Road,Sport,32.95809121402094
,2828.7127322784236,0.2763430057158187,Automatic,Petrol,3.0,No,FWD,,Standard,45.01265164667525
1366.3282933065366,2573.7789219212764,0.4230591517817825,Automatic,Hybrid,4.0,No,FWD,Off-Road,Eco,20.9027253630026
4669.2543018489705,3382.8594769253364,0.2814546416359431,Automatic,Petrol,4.0,No,4WD,,Eco,17.81374940556204
1547.2745236758456,986.1866441623372,0.3119575718418198,Automatic,Petrol,6.0,No,FWD,Performance,Eco,35.59969947460863
4800.94941528321,,0.30800910639248735,Automatic,Hybrid,,Yes,4WD,Eco,Sport,43.945826629635874
2784.023091831823,1561.9051016716403,0.4242828068381709,Manual,Diesel,4.0,No,AWD,All-Season,Sport,34.63495566794707
